Object_Identificator,Bonus,Onus_0,Onus_1,Onus_2,Onus_3,Onus_4,Onus_5,Onus_6,Onus_7,Onus_8,Onus_9,Onus_10,Onus_11,Onus_12,Onus_13,Onus_14,Onus_15,Onus_16,Onus_17,Onus_18,Onus_19,Onus_20,Onus_21,Onus_22,Onus_23,Onus_24,Onus_25,Onus_26,Onus_27,Onus_28,Onus_29,Onus_30,Onus_31,Onus_32,Onus_33,Onus_34,Onus_35,Onus_36,Onus_37,Onus_38,Onus_39,Onus_40,Onus_41,Onus_42,Onus_43,Onus_44,Onus_45,Onus_46,Onus_47,Onus_48,Onus_49,Onus_50,Onus_51,Onus_52,Onus_53,Onus_54,Onus_55,Onus_56,Onus_57,Onus_58,Onus_59,Onus_60,Onus_61,Onus_62,Onus_63,Onus_64,Onus_65,Onus_66,Onus_67,Onus_68,Onus_69,Onus_70,Onus_71,Onus_72,Onus_73,Onus_74,Onus_75,Onus_76,Onus_77,Onus_78,Onus_79,Onus_80,Onus_81,Onus_82,Onus_83,Onus_84,Onus_85,Onus_86,Onus_87,Onus_88,Onus_89,Onus_90,Onus_91,Onus_92,Onus_93,Onus_94,Onus_95,Onus_96,Onus_97,Onus_98,Onus_99,Onus_100,Onus_101,Onus_102,Onus_103,Onus_104,Onus_105,Onus_106,Onus_107,Onus_108,Onus_109
910,38.51934,803.26609,423.78996,235.429,298.25546,607.4556,763.46928,539.2795,33.35291,628.59806,935.18838,549.54246,227.66803,834.31597,669.17313,869.26652,183.88163,144.56178,808.52129,243.55211,45.24699,992.63977,471.66087,278.05783,321.41084,622.38852,463.41692,195.69335,24.30608,988.15401,201.4734,808.73937,732.99351,923.29859,454.8223,588.9058,49.09188,519.70383,259.50157,90.72246,697.37729,996.799,578.84073,315.23347,68.86092,709.84444,932.91461,914.35242,274.97312,436.13481,699.46682,179.18512,767.25364,297.94981,317.50081,796.37771,160.89466,647.76534,454.46851,8.05343,822.8867,215.54384,266.80828,816.22245,54.26412,697.57993,788.47019,59.32762,742.95628,260.59135,594.68895,105.37215,103.1239,808.89161,587.03166,481.74036,509.16792,924.95966,70.12598,519.95896,819.19248,263.54829,982.39537,330.08882,407.78396,596.38896,669.95047,521.80463,571.46049,257.42036,763.79298,690.57081,746.35588,33.86611,978.43637,756.10237,342.50227,55.14007,175.77697,621.53407,736.57828,710.28346,830.32397,20.52127,137.93844,54.72623,987.23776,645.4427,304.44459,280.86821,560.52034
911,749.24941,662.61372,217.11713,566.9902,335.19198,540.92944,697.41678,708.56091,962.76166,1.68506,602.41905,790.13177,989.68913,245.74624,789.80584,249.43514,190.01286,272.43732,964.5003,958.79445,72.36204,109.83658,18.6759,132.81526,484.901,51.06616,11.1727,76.50697,112.83168,449.40155,401.74197,413.85997,700.55302,132.74505,74.91723,518.01401,968.76385,952.28818,151.00665,158.40567,911.01561,995.23295,270.16138,954.32461,141.79958,491.40073,673.74824,477.41384,63.49823,545.97092,655.21316,472.47407,34.98306,72.25989,852.44701,293.29992,969.89806,134.5046,802.99705,656.69444,304.10489,595.8111,425.47006,507.52124,884.59841,143.31805,160.23193,741.06187,376.21246,420.14752,863.22319,563.33999,708.1083,790.60709,202.18324,239.11973,559.23372,711.12859,798.64924,489.03983,369.72874,561.52082,81.56642,99.89208,101.95206,991.79066,199.55923,563.59724,441.36929,599.66299,648.28573,957.44229,612.67845,723.95803,275.45887,471.49577,860.28703,637.7309,186.50796,524.43447,369.95559,121.61654,879.70104,459.77609,894.8284,402.66056,168.69148,212.62666,209.25299,636.3657,936.03207
912,745.71494,369.88999,677.9169,923.17757,343.8906,190.83952,637.59562,303.81382,13.76178,596.73305,331.66606,411.33139,577.49434,974.20613,773.24985,611.55421,514.53337,878.34202,191.00809,81.93501,462.86237,226.59328,249.11669,292.32876,198.4901,555.49106,227.02819,577.74938,195.11172,176.49269,100.27089,775.54528,240.43357,222.54121,366.97027,898.7648,625.6207,552.60897,298.9882,197.18216,966.67189,578.41477,794.31058,214.19601,692.18918,374.30839,887.02429,666.82562,370.42793,489.74236,432.86964,466.71712,645.14262,399.71299,84.26366,544.27974,73.29033,636.61541,752.34499,866.81589,662.41308,454.8524,60.92679,118.32344,954.71087,957.05163,138.40583,839.08585,169.27431,298.69146,337.67717,938.01807,27.85134,575.0996,173.20168,360.94134,684.17821,531.94591,500.54294,666.20511,758.45195,247.46972,156.31184,33.40896,857.91361,698.14179,262.76768,807.64701,638.19237,185.38898,853.62914,516.45895,825.48939,694.33225,512.24106,470.40521,494.99554,554.87402,691.84558,263.33229,429.47981,895.4389,670.1328,286.56866,71.93899,783.55887,726.93706,466.63126,842.60037,837.47974,162.47828
913,91.92677,339.48991,688.22607,665.12799,437.83272,577.35052,855.70404,271.27869,749.26847,786.97383,543.12415,133.27874,576.03913,969.68787,522.75403,390.65447,12.86568,285.44167,614.31046,54.07335,8.80051,610.76954,587.63281,719.99336,34.3145,30.76873,869.71141,649.84033,142.06204,601.02197,649.56261,247.20982,159.1342,587.30468,578.50464,467.36825,356.98612,227.25175,740.28268,846.23846,800.16777,774.90775,582.19785,93.76057,109.8722,778.74832,187.05184,755.05388,928.28952,889.61675,430.33129,897.1473,801.92369,77.84176,105.20922,417.04716,741.91308,926.83415,603.66979,293.33715,308.90689,88.38119,924.39213,14.81881,700.26812,273.45758,703.38262,131.15715,49.33956,623.10094,936.57088,482.58585,317.30708,529.60736,582.92544,873.49157,278.51163,921.71312,187.64708,463.77086,280.90355,133.81186,111.47324,503.12265,819.28436,652.60484,195.98866,491.49249,360.67214,266.36135,67.79536,742.70193,644.36327,55.73455,799.0449,630.72186,517.71895,861.26292,246.65695,671.17694,128.86412,905.79604,993.82641,393.36778,666.25438,978.96505,175.28852,990.1147,880.73669,747.45517,810.71623
914,401.59152,374.23969,531.56186,997.62551,766.38247,315.62048,246.63833,614.19082,200.10093,770.63791,285.43682,946.66582,648.03685,424.0944,387.17274,98.888,643.06068,991.17931,205.53722,848.2938,293.2643,417.2664,70.3175,106.50916,6.53568,702.41445,908.75825,208.8796,181.20863,451.23775,711.17122,223.252,868.88433,146.8261,748.0022,824.30314,345.58468,784.99739,999.86988,962.40263,617.7301,770.26706,176.80612,635.89275,630.28366,647.31688,933.77137,779.63886,454.15426,31.93334,50.66819,389.23565,817.13268,211.29827,278.48111,696.77521,310.91114,731.51095,471.32745,488.07197,319.20463,695.50017,227.62521,733.67299,4.67983,165.95955,332.07303,675.09751,547.09556,339.49235,862.0535,299.07988,615.46545,584.33128,384.69133,264.34802,821.25081,919.748,855.17376,623.76693,244.47579,797.32704,465.45861,898.06029,456.67768,971.07769,666.59301,658.45179,518.34158,839.94818,288.09606,947.9212,111.37694,768.51969,481.41465,845.854,706.20786,609.38357,775.33993,962.49771,525.71689,705.92916,429.60894,95.43038,2.54453,821.74803,509.52879,294.91763,414.54691,938.53431,37.45457
915,779.95964,463.69818,318.16203,189.43327,774.83902,149.58073,281.31417,499.09711,914.94353,728.03458,170.76567,208.82521,426.39429,245.2599,10.91305,8.43097,275.00363,291.33503,697.33311,94.20636,428.62478,926.57223,41.89649,826.50977,317.68513,625.26508,666.04843,649.86225,479.65132,301.16631,90.45963,39.98877,958.06748,521.7257,399.17681,924.07548,927.53536,868.59364,542.23823,657.22836,684.99371,241.02179,616.28433,438.12123,265.17602,575.35707,120.38703,25.45876,132.36677,881.17598,780.30255,407.86159,912.49654,231.47552,935.60194,419.451,801.89014,70.74006,947.03843,644.54737,90.5963,583.2176,479.57101,683.76258,417.32775,378.19384,443.97053,876.71547,151.87259,950.48684,449.64642,153.79768,607.74152,335.51961,857.86157,599.90071,630.58485,13.81908,151.30997,308.94443,585.34072,908.79403,457.76729,998.26528,596.07439,989.40236,160.54657,607.41065,614.09819,594.38367,735.27645,238.84655,20.92223,863.9182,824.78498,103.3139,93.01349,473.11027,385.62629,129.86503,92.78756,161.27681,687.85049,951.2571,615.88596,717.87457,644.09587,530.08442,22.15198,97.75445,130.68641
916,75.49476,270.58473,716.71285,827.68446,377.35146,843.34411,264.78491,530.5662,342.24682,632.68124,969.89034,321.13954,43.01013,817.25501,716.88606,342.9372,785.32652,159.69775,836.32936,754.3755,710.63305,655.28019,383.77641,805.1906,366.83737,978.58743,856.11914,337.90352,684.29411,485.1833,32.91728,977.00276,660.43792,771.35358,307.91402,944.43297,251.75854,757.98773,485.91175,865.83018,103.92793,437.03425,612.11924,486.40019,800.93606,20.15782,500.72252,191.01662,487.94914,292.76259,211.71989,893.86677,499.76178,762.82057,914.11256,622.08885,916.92173,327.25672,694.81052,450.76544,348.57999,166.96548,758.30121,140.65887,383.68838,772.74334,638.87303,717.4345,924.46392,533.79303,68.2245,933.0791,217.49802,139.36608,37.48538,503.16552,273.85448,632.68975,148.13624,383.82966,91.02921,559.5502,39.00657,616.98066,521.82021,500.76801,129.56427,284.10174,217.91268,862.20823,160.76597,996.12367,242.82801,659.63625,688.3166,137.67726,4.6503,994.47859,165.56688,606.22779,508.56947,613.81399,980.62757,147.38282,942.97262,213.53068,924.23837,649.26406,928.1185,77.53834,863.58895
917,133.48463,343.15193,970.08305,618.58826,769.71302,326.9765,804.39281,305.39746,64.69712,181.01725,323.13061,303.25938,133.13976,653.54004,911.91056,219.03549,222.05878,536.24489,694.26998,748.9301,769.38454,230.76284,936.40518,74.60666,995.10994,140.48507,484.05299,79.03722,0.39916,837.28901,299.35342,35.35648,358.12058,665.36799,464.06553,505.63511,23.6657,599.61563,800.36875,12.25218,703.24407,144.96499,701.23849,431.78879,743.04181,733.02235,367.41997,68.96372,296.11463,890.79657,988.67059,974.98185,465.27751,443.17573,169.30781,54.17282,871.19596,536.61636,872.72171,671.94705,625.81902,645.32377,308.17762,113.54356,751.18588,59.18294,572.99091,723.47529,78.44372,591.41162,41.98687,702.14582,948.41439,445.87902,891.33291,406.60004,103.13085,639.36853,931.87663,851.63312,342.1621,466.98622,780.74213,604.56273,965.3917,422.71075,696.70395,733.92574,268.39687,359.73402,13.84848,126.20653,10.47322,527.81693,949.53896,151.14767,790.12375,807.35789,638.59912,39.78744,747.64086,772.41757,811.16392,878.18106,164.34353,247.82967,35.96767,995.36373,199.73369,127.13372,912.26649
918,369.42409,479.5343,66.48618,804.69099,259.99904,332.9559,584.36596,756.03317,740.57332,164.56947,262.13157,267.97042,865.35696,918.49015,193.25086,400.16666,588.05689,962.15551,876.49767,565.78304,332.23116,407.52999,493.48156,347.41229,334.46934,510.00174,293.93276,637.20431,404.63874,120.56697,139.6194,553.41481,995.76982,728.24624,8.61361,811.12627,813.99949,227.26692,292.96389,471.68008,232.72839,162.1557,359.4663,843.37833,631.48657,627.38201,703.56432,918.08806,390.12384,342.77556,859.9835,854.19261,493.54665,815.84357,30.15751,538.51326,217.6403,898.36424,452.74946,481.80939,866.6865,549.36344,505.29183,917.43991,477.23893,52.00314,996.49669,518.58315,550.71115,193.78419,709.68232,881.35669,962.61407,373.41726,385.02664,788.21273,925.3301,376.17525,995.95714,425.48934,637.60247,175.27728,922.48261,477.45673,246.13706,885.12539,959.84155,474.67052,819.73123,631.92777,78.00205,146.07345,92.38435,552.2327,302.52852,336.86365,709.82826,783.45423,999.97664,946.55918,214.07869,334.97452,187.1894,46.94508,540.48244,376.85533,248.20474,764.38805,46.07475,767.83215,287.5312
919,339.50582,785.0346,212.34049,834.99762,97.99479,27.98665,359.47755,281.00729,440.47403,732.60109,560.09516,650.50829,33.33058,142.12233,520.60067,866.5954,178.79768,857.21533,810.93192,779.25444,949.8104,600.03597,137.02948,468.54319,267.97796,161.74813,34.72661,43.98963,405.97201,21.05852,218.58298,935.54722,250.40458,240.20043,261.09133,373.15229,668.32797,584.50239,382.30291,789.0462,453.46943,619.94312,348.50077,24.18407,757.64902,691.76356,432.13812,416.06866,677.09446,20.98338,62.97254,488.37471,291.38599,828.54965,260.33949,688.24291,617.98966,96.46081,499.6742,705.743,292.48396,473.33387,899.40836,406.57769,541.56524,37.86016,737.98926,470.9786,835.12448,558.92806,933.74143,138.76453,960.19717,430.77324,370.52414,693.83147,805.64788,413.53366,677.3096,973.3159,335.04529,31.44877,206.72025,74.33053,250.72014,259.97813,332.27776,768.67802,426.10365,806.2633,680.80104,155.30614,701.69092,889.78454,37.08166,166.64055,454.79035,150.87797,344.86787,437.28537,931.9453,380.86317,609.75143,766.00916,383.54945,300.12995,495.22356,410.3794,218.42922,117.98361,226.02974
920,434.68542,588.10102,630.83996,948.57518,45.1321,610.5992,287.96398,285.7044,641.03558,410.09025,591.55944,928.61855,310.98998,375.19491,758.17664,754.08348,471.50261,451.71839,263.87411,432.98278,700.15795,147.68924,734.73351,714.74233,519.67684,338.85201,759.12589,407.05048,108.30868,120.68577,457.11695,898.89488,745.03469,10.5618,312.82702,934.94582,361.25963,16.04881,819.04796,253.45269,165.14406,42.97899,42.05767,114.40553,629.26419,728.52263,600.82584,662.88311,746.04173,646.21536,541.8684,231.98072,412.56036,580.39272,378.07263,22.08955,748.24887,125.53509,441.24545,883.95953,438.59979,576.35181,602.94094,283.68474,107.11507,422.7431,282.86212,910.22007,627.21764,913.05494,537.24488,138.47964,936.49065,226.22349,969.95529,185.46763,579.95184,369.56496,265.31366,878.82632,278.83849,183.14976,949.7628,641.4118,408.41542,248.4977,843.90948,387.07262,119.13761,339.02404,755.44944,499.09354,154.21335,59.91806,747.17884,947.35482,577.4971,542.98482,334.22017,296.91945,280.06016,591.54381,998.44291,861.75055,437.99885,489.70238,723.38605,235.22633,803.62422,451.76968,739.00601
921,797.31977,754.99598,613.56293,668.29828,257.67597,406.82062,871.10585,702.40604,972.18598,478.01707,553.05284,557.9988,105.94119,794.09512,101.00821,282.39559,468.02212,327.71687,789.87327,558.95662,460.87145,816.42449,440.68066,73.1372,776.13189,546.88703,42.83499,46.51297,467.24387,177.0622,26.32722,939.35919,920.67458,57.47045,748.4281,336.06555,210.00994,786.8369,843.67685,118.09749,429.44648,826.24798,755.80764,298.37118,478.63732,545.38375,605.14908,893.01916,5.32475,631.2178,866.86775,841.92729,345.96945,781.98109,766.08758,602.04988,977.14502,579.03272,896.66825,424.96417,20.78324,41.80372,231.89246,494.1918,462.16003,306.81234,141.41542,130.57813,420.40883,559.67337,814.228,782.01308,645.14516,816.3944,224.13954,835.75217,175.64262,809.63561,244.88402,386.74652,940.1051,124.36044,566.09244,8.12616,176.21915,799.7255,459.17582,504.9788,176.32217,842.45985,683.8733,316.38953,376.98014,50.24318,477.47234,620.20202,229.79371,782.31084,351.80035,991.45668,15.92549,521.18927,782.76442,983.12598,536.83112,492.96913,867.53306,646.83978,767.00679,396.83845,366.05888
922,357.60645,332.98691,884.27247,436.38453,215.68474,516.64988,901.54976,634.72099,778.38684,321.10023,453.88354,210.51142,208.66819,588.84276,468.18787,226.7447,843.57881,859.82558,854.93861,401.53006,696.93261,599.11904,398.34018,296.36751,355.47678,298.79275,132.89069,306.44412,478.40073,304.50095,315.03703,21.24662,978.82564,262.65813,791.42566,642.70534,962.63382,231.62329,34.40142,375.94345,617.89413,549.00438,486.29325,699.04127,518.29975,829.67942,776.25235,473.86225,153.11198,252.48678,959.29415,433.3293,499.90155,63.24691,778.03288,218.53619,212.58035,28.00813,573.83014,587.57153,712.88361,499.28726,81.9086,862.24838,42.71295,507.49568,45.17401,640.9364,405.71898,951.43558,78.08447,183.56774,554.05707,55.89389,634.76349,514.26094,680.8943,2.63929,923.08289,374.33625,442.33832,792.47327,390.18047,658.53958,369.19492,563.4743,255.62499,696.07999,897.08484,372.37551,399.92481,958.19626,932.0251,972.39825,130.75494,796.93824,11.51808,39.65447,515.23631,136.58728,17.1695,196.08206,230.00009,645.9821,219.84911,916.8008,55.86367,158.13402,948.72926,430.65482,234.60534
923,172.26477,191.92881,321.54983,346.86023,386.08257,66.43434,722.77317,610.10305,638.81661,214.82814,450.99247,228.67215,581.54223,781.21721,643.40835,355.56142,839.57589,181.83901,808.15622,550.10336,400.81731,235.62602,927.52838,1.86449,381.99506,491.24544,106.1865,848.40494,733.12881,365.86884,125.88105,529.91722,286.47693,368.2357,972.88519,313.97345,481.12062,621.64141,405.91703,228.97615,793.36307,645.39947,927.0192,261.07475,813.11249,874.34059,659.57816,13.25338,639.5531,431.61237,136.71937,865.75712,652.14936,344.88596,873.03529,683.91138,572.65309,190.54986,906.24002,570.49426,26.41095,956.08032,364.89286,478.85956,281.96355,657.52544,507.45296,762.37524,124.79877,555.0871,993.13671,887.49734,764.28317,400.73147,970.95152,24.25552,254.61449,130.28424,7.63647,235.18934,544.90122,660.62011,527.1754,574.42081,360.31884,840.3223,657.74678,78.06175,825.21201,11.1352,75.60876,59.10101,769.12425,920.44245,915.95185,8.68831,565.18174,11.91695,769.83494,543.76017,29.65112,27.20847,901.22753,437.00648,106.47341,814.74814,391.82131,5.38726,827.14592,622.55875,699.35857
924,84.42051,510.0101,620.91404,176.14981,927.6272,825.77989,929.90211,206.9445,706.91936,182.88798,254.61504,529.98357,114.25407,339.15172,993.41146,714.51162,944.17754,335.89367,199.9642,564.39318,610.64752,68.77009,807.52966,711.26395,9.44354,116.62876,121.19762,83.26992,224.11701,724.59676,609.7539,887.19034,788.25365,56.79198,399.00413,302.00215,965.24478,106.97328,768.22486,678.71954,394.04788,102.12893,426.86888,856.33037,418.70574,5.82875,149.08959,611.16918,876.25511,337.84056,416.88671,118.77268,818.79442,553.60386,995.90037,904.66182,411.37093,226.35986,585.8079,896.39006,439.46029,617.10343,777.04208,28.3411,469.83446,349.56356,777.09233,569.0779,525.44345,115.63558,334.31612,602.50339,704.90493,401.99108,833.47158,878.25653,774.5529,383.05687,873.6451,602.6838,22.62899,294.72923,562.76428,784.0909,375.31499,528.75432,886.42824,301.13225,947.4185,546.50602,792.50027,537.98068,710.09154,512.48704,46.85011,612.81067,246.73819,173.32986,553.7822,196.32396,164.62112,117.93792,273.24195,527.80859,726.75298,285.48036,921.34186,962.21742,967.7166,357.10665,378.69011
925,763.26921,252.02203,971.58383,765.524,699.49894,138.39664,159.47468,825.28903,991.10985,71.43191,911.03944,54.62622,228.15129,862.49346,676.56244,686.26221,188.33818,33.9036,421.63561,636.78275,512.50926,54.18176,349.53735,475.40637,354.23154,381.56832,622.84884,340.00997,584.66132,354.98226,852.72448,766.51024,188.10264,571.95444,990.904,348.07457,58.47388,847.44311,91.63138,370.30468,699.19378,306.02965,199.47249,36.4719,763.99047,785.48726,285.43549,465.39209,74.50787,184.60291,701.73239,94.16063,509.09469,555.23327,893.79146,836.43902,382.13091,469.06045,229.89646,530.88837,159.26683,46.26449,357.44261,647.36624,951.44304,870.69823,489.88547,3.42789,309.87045,145.95196,647.45271,353.40896,570.22407,795.0779,877.46094,647.95756,946.17493,208.30917,695.70006,816.96556,647.77927,966.06019,827.15564,139.30779,584.51166,696.41306,614.1146,954.02093,758.08434,236.11911,530.56849,368.6926,629.16984,263.838,530.53205,426.27975,230.25413,635.54797,172.29814,927.39624,849.32722,604.99184,712.92881,905.00343,179.31955,801.59807,175.14634,765.28067,269.65824,88.67261,653.88792
926,882.6397,208.61318,100.7921,894.80665,784.87318,5.10337,448.37072,483.04946,202.65653,382.21279,177.47328,127.17098,683.00424,725.04066,934.74501,168.84611,909.70157,334.44304,865.50479,722.74099,209.61475,60.19972,455.05531,983.4055,680.29145,709.62383,577.25448,165.10335,41.46407,289.81941,610.09704,917.09545,857.69185,177.51219,930.42315,338.70866,747.09789,408.04443,815.97767,43.60361,95.37924,45.88528,753.7023,611.87328,130.96145,53.92369,98.05104,261.50529,241.79971,25.99997,948.59387,776.19166,343.80172,164.12687,892.55348,915.33155,434.82013,385.7197,664.11207,387.40494,499.74082,71.02085,106.79498,110.1717,448.2623,208.84828,889.7198,722.9356,453.29982,230.81153,197.54414,698.69646,687.0441,428.72411,521.09997,768.39051,279.95477,252.48782,974.0016,794.7755,330.64721,256.74011,556.03357,960.77046,109.51084,42.49589,947.29387,181.56686,96.5898,631.74065,441.01918,517.38224,33.53381,928.35038,283.8664,412.65744,612.17197,16.27303,299.15396,811.10631,468.71052,275.97502,555.86946,714.28511,568.15789,372.2917,887.72076,457.29895,549.13496,424.37388,992.63646
927,745.24397,959.5078,556.19095,697.23859,10.58239,831.67501,997.30546,576.742,861.05369,502.50484,914.66222,411.32974,5.26176,479.07044,613.84071,314.38346,824.17383,468.02463,569.99159,358.10728,911.18268,242.08582,690.05746,782.20902,332.95611,185.35444,520.18923,557.13604,219.23718,126.04965,548.8915,652.63526,527.27419,761.27903,322.76399,754.21819,174.05596,975.43081,208.195,281.89075,659.80145,557.22293,86.95608,109.24617,906.23451,694.14821,548.3428,71.75832,259.45769,777.42914,834.28839,736.26813,661.00532,196.25923,780.52054,29.50547,150.67413,462.63884,275.08601,878.81562,864.23152,845.66158,687.37188,809.0659,696.14058,868.88106,360.83757,531.16702,436.61896,357.75969,703.72382,653.64358,469.76934,283.58911,483.53951,745.81875,126.29615,229.25468,122.01902,1.20605,789.70672,239.42367,709.39126,115.26868,165.88898,532.48793,671.15193,256.20547,279.72187,888.53263,420.11042,124.09449,740.17535,654.77676,799.71885,820.17998,559.47743,374.75392,765.26716,322.16104,75.22013,527.57965,14.66002,8.88521,375.06347,539.42285,121.6813,700.73934,284.80839,797.1665,125.31643
928,424.77846,923.34481,693.5152,486.08096,905.54906,693.73266,32.31148,197.50119,160.08188,515.07333,277.48338,129.18983,915.98798,25.96483,146.77426,149.20439,299.14192,263.21189,652.51535,733.35985,719.02727,951.67092,676.20586,314.06026,52.64137,437.9957,896.92868,928.77057,16.96382,516.70029,381.36541,431.33295,871.84875,655.51404,547.83296,833.77812,622.98266,18.26707,345.39078,481.57033,530.30178,244.07329,402.79949,536.02705,297.90025,2.60834,793.24024,774.55047,319.39453,841.28504,287.10504,119.82949,584.28824,105.73384,781.42031,829.28978,681.75984,274.30624,139.25295,631.86131,934.60794,758.86873,830.48496,682.62746,283.3341,435.13089,594.37239,282.13823,198.34843,331.27009,15.89842,195.96047,979.90271,57.77609,690.67357,570.77039,713.7216,59.34086,769.87146,766.98128,496.66853,625.6227,465.52625,203.59307,277.47172,277.52115,56.19863,563.33338,83.06939,799.45224,176.74399,49.79073,111.55266,171.32277,295.70196,663.30005,515.49031,70.80551,973.26169,335.03388,799.64556,711.99678,397.0205,69.63034,802.37007,506.96395,839.04827,522.80455,224.81981,736.28874,527.01908
929,331.42165,854.84984,658.55246,962.96447,344.82077,583.56181,465.11796,823.07065,222.99095,107.39007,786.51605,497.5062,736.89417,680.08753,748.01684,654.42832,621.03982,274.53552,212.60286,61.86311,810.12161,960.12193,441.98711,117.06647,191.59365,415.10207,829.58203,519.81895,954.78324,641.19935,344.21614,885.77711,128.21415,383.16979,572.76494,575.01086,899.77044,880.73656,34.63134,78.89098,390.52494,890.59595,631.50304,481.44997,430.51501,364.60824,957.3253,858.89509,410.95508,639.3055,870.81487,798.0349,564.84147,826.10265,889.50751,443.80507,26.26789,737.59477,522.43911,86.01486,865.3189,747.03811,409.71869,10.79297,377.77673,817.04486,301.89554,631.66479,164.63542,853.08214,803.66004,703.59189,288.18583,278.12963,655.59408,605.3844,629.63682,943.73135,805.63538,707.96263,326.50677,33.26687,452.05183,288.29077,832.60641,400.93119,305.33848,573.84008,84.82787,229.30472,81.58573,259.73651,414.3958,87.40285,399.7351,86.20087,784.53246,209.80456,528.71746,404.38009,982.0635,62.82372,252.21385,974.32262,378.29928,566.15166,234.77365,529.09052,427.62965,503.68263,446.20678
930,196.15644,278.95513,737.07241,741.29434,722.34106,794.91185,553.64028,141.18632,247.63004,702.49983,961.83253,377.08248,114.13483,755.63381,444.83339,997.37478,357.10943,999.89883,202.72297,778.02406,405.64212,28.5209,598.47585,462.23688,997.5839,577.70076,524.44723,885.50466,525.97226,917.21466,353.15859,990.88518,806.14195,724.19182,180.33267,746.42992,339.12725,716.54759,783.66186,58.49968,552.53942,245.69524,136.90568,183.80763,698.5749,294.50628,410.03687,727.32581,224.77993,899.40895,162.45549,951.17732,407.78343,388.17969,142.38062,661.74686,837.66219,426.51223,7.91916,702.71102,902.34535,22.34658,158.89343,535.20099,8.93031,984.3508,774.76064,45.27547,609.96493,902.92861,280.39942,173.62603,214.9417,73.06553,392.42901,852.97802,799.85558,628.18373,814.09609,250.44976,84.62155,668.99784,64.67998,940.37359,901.08564,892.90675,833.40981,405.87362,562.33798,836.24547,618.64865,727.01226,792.30026,616.54133,593.39878,562.35605,933.46576,653.15011,361.14963,312.41022,161.82307,896.59501,843.83367,123.57716,807.51966,976.14841,938.71081,556.24859,509.74884,840.63729,977.10477
931,569.42854,322.41089,483.38848,885.12462,97.63817,737.78713,100.79876,36.51186,57.66728,820.56996,546.80259,422.53369,180.1546,103.46645,545.61129,867.29844,550.29132,818.05618,588.23997,601.61357,22.28454,903.57475,492.07111,543.25326,8.56531,970.60869,274.82162,502.72867,502.66262,586.05454,351.42698,115.77724,647.71057,701.13338,582.65898,748.56982,683.3803,761.96178,737.75929,533.39327,462.09945,155.08735,709.76379,234.02643,764.45549,179.46762,683.48544,493.33395,12.56035,568.68629,383.15107,839.31066,950.53,549.82461,289.03855,956.92895,343.18372,264.0423,323.80875,491.9164,382.89105,157.74851,125.61831,803.45191,334.96502,335.08852,676.30378,461.95096,988.32328,675.68007,256.6514,832.45466,113.61037,538.49319,559.65104,297.80551,304.24892,633.80246,328.83403,588.18091,471.13487,643.29218,715.82049,253.28624,806.67653,701.37205,262.23148,964.30975,641.47967,872.21719,270.99968,724.59845,180.95128,866.61905,466.0912,529.27177,608.50264,486.11456,16.2874,299.47237,764.71591,526.52863,176.28883,269.09315,23.03192,360.22871,814.16645,882.85899,946.6044,184.24526,29.45361
932,997.82816,913.64329,831.07535,566.76079,195.63657,210.82557,474.73458,966.83237,481.60238,654.44321,893.67159,373.43413,217.97611,602.58078,452.91188,552.59486,592.65261,573.1367,737.77981,976.57155,693.58164,922.05763,385.00501,577.07634,740.8234,927.59727,808.72123,923.28976,212.01664,362.47164,851.98594,874.47543,920.85102,901.30663,577.08438,268.16547,232.19354,132.31792,613.49213,619.3423,633.61336,301.14356,106.83271,784.63486,702.63586,605.44723,227.68961,578.36824,927.48068,158.53689,822.33211,809.48867,610.69505,741.91193,448.16669,371.98486,702.04417,903.82573,313.49298,585.01484,325.76306,421.17076,94.94158,613.31865,632.00031,965.14509,981.81958,551.21321,396.39587,519.1071,396.40897,894.93237,839.54637,562.08606,781.91757,257.68783,878.26942,467.5095,88.71835,960.24852,427.20444,68.2503,895.21239,984.22285,935.76908,934.03716,82.5352,469.99336,313.29115,524.5867,893.08882,158.45379,500.76743,681.57938,11.98524,508.23676,748.52652,601.98924,365.44606,886.25468,391.6423,94.157,635.3901,520.1359,57.76066,602.43374,974.14696,802.3766,173.72176,863.70916,607.06288
